rule,component,line,message,severity,type
java:S4274,service/src/main/java/org/whispersystems/textsecuregcm/storage/ChangeNumberManager.java,49,Replace this assert with a proper check.,MAJOR,CODE_SMELL
java:S4274,service/src/main/java/org/whispersystems/textsecuregcm/storage/ChangeNumberManager.java,50,Replace this assert with a proper check.,MAJOR,CODE_SMELL
java:S4274,service/src/main/java/org/whispersystems/textsecuregcm/storage/ChangeNumberManager.java,51,Replace this assert with a proper check.,MAJOR,CODE_SMELL
java:S4274,service/src/main/java/org/whispersystems/textsecuregcm/storage/ChangeNumberManager.java,52,Replace this assert with a proper check.,MAJOR,CODE_SMELL
java:S125,service/src/main/java/org/whispersystems/textsecuregcm/storage/ChangeNumberManager.java,81,This block of commented-out lines of code should be removed.,MAJOR,CODE_SMELL
java:S1118,service/src/main/java/org/whispersystems/textsecuregcm/util/DestinationDeviceValidator.java,21,Add a private constructor to hide the implicit public one.,MAJOR,CODE_SMELL
java:S3776,service/src/main/java/org/whispersystems/textsecuregcm/storage/PushFeedbackProcessor.java,39,Refactor this method to reduce its Cognitive Complexity from 56 to the 15 allowed.,CRITICAL,CODE_SMELL
java:S4274,service/src/main/java/org/whispersystems/textsecuregcm/storage/AccountChangeValidator.java,36,Replace this assert with a proper check.,MAJOR,CODE_SMELL
java:S4274,service/src/main/java/org/whispersystems/textsecuregcm/storage/AccountChangeValidator.java,43,Replace this assert with a proper check.,MAJOR,CODE_SMELL
java:S1118,service/src/main/java/org/whispersystems/textsecuregcm/entities/ExpiringProfileKeyCredentialResponseAdapter.java,19,Add a private constructor to hide the implicit public one.,MAJOR,CODE_SMELL
java:S1611,service/src/main/java/org/whispersystems/textsecuregcm/controllers/ProfileController.java,384,"Remove the parentheses around the ""ignored"" parameter",MINOR,CODE_SMELL
java:S1104,service/src/main/java/org/whispersystems/textsecuregcm/controllers/SubscriptionController.java,768,Make level a static final constant or non-public and provide accessors if needed.,MINOR,CODE_SMELL
java:S1192,service/src/main/java/org/whispersystems/textsecuregcm/subscriptions/StripeManager.java,198,Use already-defined constant 'METADATA_KEY_LEVEL' instead of duplicating its value here.,CRITICAL,CODE_SMELL
java:S1123,service/src/main/java/org/whispersystems/textsecuregcm/controllers/SubscriptionController.java,754,Add the missing @deprecated Javadoc tag.,MAJOR,CODE_SMELL
java:S3776,service/src/main/java/org/whispersystems/textsecuregcm/controllers/KeysController.java,95,Refactor this method to reduce its Cognitive Complexity from 22 to the 15 allowed.,CRITICAL,CODE_SMELL
java:S3416,service/src/main/java/org/whispersystems/textsecuregcm/storage/ChangeNumberManager.java,30,"Update this logger to use ""ChangeNumberManager.class"".",MINOR,CODE_SMELL
java:S112,service/src/main/java/org/whispersystems/textsecuregcm/storage/DeletedAccounts.java,98,Define and throw a dedicated exception instead of using a generic one.,MAJOR,CODE_SMELL
java:S112,service/src/main/java/org/whispersystems/textsecuregcm/storage/PhoneNumberIdentifiers.java,98,Define and throw a dedicated exception instead of using a generic one.,MAJOR,CODE_SMELL
java:S1905,service/src/main/java/org/whispersystems/textsecuregcm/storage/Accounts.java,553,"Remove this unnecessary cast to ""Void"".",MINOR,CODE_SMELL
java:S6242,service/src/main/java/org/whispersystems/textsecuregcm/storage/DynamicConfigurationManager.java,57,Set the credentials provider explicitly on this builder.,MAJOR,CODE_SMELL
java:S6241,service/src/main/java/org/whispersystems/textsecuregcm/storage/DynamicConfigurationManager.java,57,Set the region explicitly on this builder.,MAJOR,CODE_SMELL
java:S1186,service/src/main/java/org/whispersystems/textsecuregcm/metrics/MicrometerRegistryManager.java,20,"Add a nested comment explaining why this method is empty, throw an UnsupportedOperationException or complete the implementation.",CRITICAL,CODE_SMELL
java:S4276,service/src/main/java/org/whispersystems/textsecuregcm/storage/DeletedAccountsManager.java,121,Refactor this code to use the more specialised Functional Interface 'BinaryOperator<Optional>',MINOR,CODE_SMELL
java:S1192,service/src/main/java/org/whispersystems/textsecuregcm/workers/CheckDynamicConfigurationCommand.java,44,"Define a constant instead of duplicating this literal ""class"" 3 times.",CRITICAL,CODE_SMELL
java:S5803,service/src/main/java/org/whispersystems/textsecuregcm/workers/CheckDynamicConfigurationCommand.java,57,"Remove this usage of ""parseConfiguration"", it is annotated with @VisibleForTesting and should not be accessed from production code.",CRITICAL,CODE_SMELL
java:S106,service/src/main/java/org/whispersystems/textsecuregcm/workers/CheckDynamicConfigurationCommand.java,58,Replace this use of System.out or System.err by a logger.,MAJOR,CODE_SMELL
java:S106,service/src/main/java/org/whispersystems/textsecuregcm/workers/CheckDynamicConfigurationCommand.java,60,Replace this use of System.out or System.err by a logger.,MAJOR,CODE_SMELL
java:S107,service/src/main/java/org/whispersystems/textsecuregcm/websocket/WebSocketConnection.java,173,"Constructor has 8 parameters, which is greater than 7 authorized.",MAJOR,CODE_SMELL
java:S1186,service/src/main/java/org/whispersystems/textsecuregcm/workers/AssignUsernameCommand.java,69,"Add a nested comment explaining why this method is empty, throw an UnsupportedOperationException or complete the implementation.",CRITICAL,CODE_SMELL
java:S1874,service/src/main/java/org/whispersystems/textsecuregcm/controllers/ProfileController.java,551,"Remove this use of ""issuePniCredential""; it is deprecated.",MINOR,CODE_SMELL
java:S1118,service/src/main/java/org/whispersystems/textsecuregcm/entities/PniCredentialResponseAdapter.java,19,Add a private constructor to hide the implicit public one.,MAJOR,CODE_SMELL
java:S6201,service/src/main/java/org/whispersystems/textsecuregcm/WhisperServerService.java,727,Replace this instanceof check and cast with 'instanceof RateLimitChallengeListener ratelimitchallengelistener',MINOR,CODE_SMELL
java:S1066,service/src/main/java/org/whispersystems/textsecuregcm/push/ClientPresenceManager.java,299,Merge this if statement with the enclosing one.,MAJOR,CODE_SMELL
java:S6204,service/src/main/java/org/whispersystems/textsecuregcm/storage/RemoteConfigs.java,56,Replace this usage of 'Stream.collect(Collectors.toList())' with 'Stream.toList()',MAJOR,CODE_SMELL
java:S6204,service/src/main/java/org/whispersystems/textsecuregcm/storage/RemoteConfigs.java,105,Replace this usage of 'Stream.collect(Collectors.toList())' with 'Stream.toList()',MAJOR,CODE_SMELL
java:S6244,service/src/main/java/org/whispersystems/textsecuregcm/storage/Accounts.java,319,Consider using the Consumer Builder method instead of creating this nested builder.,MINOR,CODE_SMELL
java:S6244,service/src/main/java/org/whispersystems/textsecuregcm/storage/Accounts.java,414,Consider using the Consumer Builder method instead of creating this nested builder.,MINOR,CODE_SMELL
java:S6244,service/src/main/java/org/whispersystems/textsecuregcm/storage/Accounts.java,469,Consider using the Consumer Builder method instead of creating this nested builder.,MINOR,CODE_SMELL
java:S1602,service/src/main/java/org/whispersystems/textsecuregcm/storage/Profiles.java,87,Remove useless curly braces around statement,MINOR,CODE_SMELL
java:S3457,service/src/main/java/org/whispersystems/textsecuregcm/workers/ReserveUsernameCommand.java,62,%n should be used in place of \n to produce the platform-specific line separator.,MAJOR,CODE_SMELL
java:S106,service/src/main/java/org/whispersystems/textsecuregcm/workers/ReserveUsernameCommand.java,62,Replace this use of System.out or System.err by a logger.,MAJOR,CODE_SMELL
java:S6355,service/src/main/java/org/whispersystems/textsecuregcm/entities/Badge.java,78,Add 'since' and/or 'forRemoval' arguments to the @Deprecated annotation.,MAJOR,CODE_SMELL
java:S1123,service/src/main/java/org/whispersystems/textsecuregcm/entities/Badge.java,80,Add the missing @deprecated Javadoc tag.,MAJOR,CODE_SMELL
java:S1130,service/src/main/java/org/whispersystems/textsecuregcm/controllers/AccountController.java,780,"Remove the declaration of thrown exception 'org.whispersystems.textsecuregcm.controllers.RateLimitExceededException', as it cannot be thrown from method's body.",MINOR,CODE_SMELL
java:S1199,service/src/main/java/org/whispersystems/textsecuregcm/controllers/KeysController.java,165,Extract this nested code block into a method.,MINOR,CODE_SMELL
java:S3655,service/src/main/java/org/whispersystems/textsecuregcm/controllers/KeysController.java,186,"Call ""auth.isPresent()"" or ""!auth.isEmpty()"" before accessing the value.",MAJOR,BUG
java:S1192,service/src/main/java/org/whispersystems/textsecuregcm/storage/Keys.java,81,"Define a constant instead of duplicating this literal "":uuid"" 4 times.",CRITICAL,CODE_SMELL
java:S6213,service/src/main/java/org/whispersystems/textsecuregcm/push/PushLatencyManager.java,171,Rename this variable to not match a restricted identifier.,MAJOR,CODE_SMELL
java:S108,service/src/main/java/org/whispersystems/textsecuregcm/push/PushLatencyManager.java,145,Either remove or fill this block of code.,MAJOR,CODE_SMELL
java:S107,service/src/main/java/org/whispersystems/textsecuregcm/storage/AccountsManager.java,126,"Constructor has 15 parameters, which is greater than 7 authorized.",MAJOR,CODE_SMELL
java:S2259,service/src/main/java/org/whispersystems/textsecuregcm/storage/PhoneNumberIdentifiers.java,65,"A ""NullPointerException"" could be thrown; ""response"" is nullable here.",MAJOR,BUG
java:S112,service/src/main/java/org/whispersystems/textsecuregcm/storage/PhoneNumberIdentifiers.java,72,Define and throw a dedicated exception instead of using a generic one.,MAJOR,CODE_SMELL
java:S2259,service/src/main/java/org/whispersystems/textsecuregcm/storage/PhoneNumberIdentifiers.java,117,"A ""NullPointerException"" could be thrown; ""response"" is nullable here.",MAJOR,BUG
java:S1602,service/src/main/java/org/whispersystems/textsecuregcm/storage/PushFeedbackProcessor.java,59,Remove useless curly braces around statement,MINOR,CODE_SMELL
java:S3740,service/src/main/java/org/whispersystems/textsecuregcm/mappers/CompletionExceptionMapper.java,29,Provide the parametrized type for this generic.,MAJOR,CODE_SMELL
java:S6204,service/src/main/java/org/signal/i18n/HeaderControlledResourceBundleLookup.java,35,Replace this usage of 'Stream.collect(Collectors.toList())' with 'Stream.toList()',MAJOR,CODE_SMELL
java:S1123,service/src/main/java/org/whispersystems/textsecuregcm/controllers/SubscriptionController.java,719,Add the missing @deprecated Javadoc tag.,MAJOR,CODE_SMELL
java:S1123,service/src/main/java/org/whispersystems/textsecuregcm/controllers/SubscriptionController.java,742,Add the missing @deprecated Javadoc tag.,MAJOR,CODE_SMELL
java:S1192,service/src/main/java/org/whispersystems/textsecuregcm/badges/ConfiguredProfileBadgeConverter.java,57,"Define a constant instead of duplicating this literal ""_name"" 3 times.",CRITICAL,CODE_SMELL
java:S1192,service/src/main/java/org/whispersystems/textsecuregcm/badges/ConfiguredProfileBadgeConverter.java,58,"Define a constant instead of duplicating this literal ""_description"" 3 times.",CRITICAL,CODE_SMELL
java:S1123,service/src/main/java/org/whispersystems/textsecuregcm/controllers/SubscriptionController.java,671,Add the missing @deprecated Javadoc tag.,MAJOR,CODE_SMELL
java:S1123,service/src/main/java/org/whispersystems/textsecuregcm/controllers/SubscriptionController.java,402,Add the missing @deprecated Javadoc tag.,MAJOR,CODE_SMELL
java:S107,service/src/main/java/org/whispersystems/textsecuregcm/configuration/DynamoDbTables.java,67,"Constructor has 17 parameters, which is greater than 7 authorized.",MAJOR,CODE_SMELL
java:S1068,service/src/main/java/org/whispersystems/textsecuregcm/controllers/DonationController.java,51,"Remove this unused ""logger"" private field.",MAJOR,CODE_SMELL
java:S107,service/src/main/java/org/whispersystems/textsecuregcm/controllers/SubscriptionController.java,122,"Constructor has 10 parameters, which is greater than 7 authorized.",MAJOR,CODE_SMELL
java:S6213,service/src/main/java/org/whispersystems/textsecuregcm/controllers/SubscriptionController.java,270,Rename this variable to not match a restricted identifier.,MAJOR,CODE_SMELL
java:S6213,service/src/main/java/org/whispersystems/textsecuregcm/controllers/SubscriptionController.java,511,Rename this variable to not match a restricted identifier.,MAJOR,CODE_SMELL
java:S6213,service/src/main/java/org/whispersystems/textsecuregcm/controllers/SubscriptionController.java,1164,Rename this variable to not match a restricted identifier.,MAJOR,CODE_SMELL
java:S6213,service/src/main/java/org/whispersystems/textsecuregcm/controllers/SubscriptionController.java,1244,Rename this variable to not match a restricted identifier.,MAJOR,CODE_SMELL
java:S1104,service/src/main/java/org/whispersystems/textsecuregcm/storage/SubscriptionManager.java,70,Make subscriptionCreatedAt a static final constant or non-public and provide accessors if needed.,MINOR,CODE_SMELL
java:S1104,service/src/main/java/org/whispersystems/textsecuregcm/storage/SubscriptionManager.java,71,Make subscriptionLevel a static final constant or non-public and provide accessors if needed.,MINOR,CODE_SMELL
java:S1104,service/src/main/java/org/whispersystems/textsecuregcm/storage/SubscriptionManager.java,72,Make subscriptionLevelChangedAt a static final constant or non-public and provide accessors if needed.,MINOR,CODE_SMELL
java:S1104,service/src/main/java/org/whispersystems/textsecuregcm/storage/SubscriptionManager.java,73,Make accessedAt a static final constant or non-public and provide accessors if needed.,MINOR,CODE_SMELL
java:S1104,service/src/main/java/org/whispersystems/textsecuregcm/storage/SubscriptionManager.java,74,Make canceledAt a static final constant or non-public and provide accessors if needed.,MINOR,CODE_SMELL
java:S1104,service/src/main/java/org/whispersystems/textsecuregcm/storage/SubscriptionManager.java,75,Make currentPeriodEndsAt a static final constant or non-public and provide accessors if needed.,MINOR,CODE_SMELL
java:S1192,service/src/main/java/org/whispersystems/textsecuregcm/storage/SubscriptionManager.java,179,"Define a constant instead of duplicating this literal ""#user"" 3 times.",CRITICAL,CODE_SMELL
java:S6213,service/src/main/java/org/whispersystems/textsecuregcm/storage/SubscriptionManager.java,214,Rename this variable to not match a restricted identifier.,MAJOR,CODE_SMELL
java:S6213,service/src/main/java/org/whispersystems/textsecuregcm/storage/SubscriptionManager.java,216,Rename this variable to not match a restricted identifier.,MAJOR,CODE_SMELL
java:S6213,service/src/main/java/org/whispersystems/textsecuregcm/storage/SubscriptionManager.java,221,Rename this variable to not match a restricted identifier.,MAJOR,CODE_SMELL
java:S6213,service/src/main/java/org/whispersystems/textsecuregcm/storage/SubscriptionManager.java,235,Rename this variable to not match a restricted identifier.,MAJOR,CODE_SMELL
java:S1192,service/src/main/java/org/whispersystems/textsecuregcm/storage/SubscriptionManager.java,352,"Define a constant instead of duplicating this literal ""#accessed_at = :accessed_at, "" 3 times.",CRITICAL,CODE_SMELL
java:S1199,service/src/main/java/org/whispersystems/textsecuregcm/storage/NonNormalizedAccountCrawlerListener.java,53,Extract this nested code block into a method.,MINOR,CODE_SMELL
java:S3776,service/src/main/java/org/whispersystems/textsecuregcm/controllers/DonationController.java,80,Refactor this method to reduce its Cognitive Complexity from 18 to the 15 allowed.,CRITICAL,CODE_SMELL
java:S5411,service/src/main/java/org/whispersystems/textsecuregcm/controllers/DonationController.java,107,Use a primitive boolean expression here.,MINOR,CODE_SMELL
java:S1602,service/src/main/java/org/whispersystems/textsecuregcm/controllers/DonationController.java,118,Remove useless curly braces around statement,MINOR,CODE_SMELL
java:S1192,service/src/main/java/org/whispersystems/textsecuregcm/sqs/DirectoryQueue.java,59,"Define a constant instead of duplicating this literal ""String"" 3 times.",CRITICAL,CODE_SMELL
java:S6244,service/src/main/java/org/whispersystems/textsecuregcm/storage/Accounts.java,256,Consider using the Consumer Builder method instead of creating this nested builder.,MINOR,CODE_SMELL
java:S2142,service/src/main/java/org/whispersystems/textsecuregcm/storage/AccountsManager.java,646,"Either re-interrupt this method or rethrow the ""InterruptedException"" that can be caught here.",MAJOR,BUG
java:S2139,service/src/main/java/org/whispersystems/textsecuregcm/storage/AccountsManager.java,646,"Either log this exception and handle it, or rethrow it with some contextual information.",MAJOR,CODE_SMELL
java:S2139,service/src/main/java/org/whispersystems/textsecuregcm/storage/DeletedAccountsManager.java,80,"Either log this exception and handle it, or rethrow it with some contextual information.",MAJOR,CODE_SMELL
java:S112,service/src/main/java/org/whispersystems/textsecuregcm/storage/DeletedAccountsManager.java,82,Define and throw a dedicated exception instead of using a generic one.,MAJOR,CODE_SMELL
java:S2139,service/src/main/java/org/whispersystems/textsecuregcm/storage/DeletedAccountsManager.java,102,"Either log this exception and handle it, or rethrow it with some contextual information.",MAJOR,CODE_SMELL
java:S112,service/src/main/java/org/whispersystems/textsecuregcm/storage/DeletedAccountsManager.java,104,Define and throw a dedicated exception instead of using a generic one.,MAJOR,CODE_SMELL
java:S2139,service/src/main/java/org/whispersystems/textsecuregcm/storage/DeletedAccountsManager.java,127,"Either log this exception and handle it, or rethrow it with some contextual information.",MAJOR,CODE_SMELL
java:S112,service/src/main/java/org/whispersystems/textsecuregcm/storage/DeletedAccountsManager.java,129,Define and throw a dedicated exception instead of using a generic one.,MAJOR,CODE_SMELL
java:S1141,service/src/main/java/org/whispersystems/textsecuregcm/redis/ClusterLuaScript.java,107,Extract this nested try block into a separate method.,MAJOR,CODE_SMELL
java:S1193,service/src/main/java/org/whispersystems/textsecuregcm/redis/FaultTolerantPubSubConnection.java,52,"Replace the usage of the ""instanceof"" operator by a catch block.",MAJOR,CODE_SMELL
java:S6201,service/src/main/java/org/whispersystems/textsecuregcm/redis/FaultTolerantPubSubConnection.java,52,Replace this instanceof check and cast with 'instanceof RedisException redisexception',MINOR,CODE_SMELL
java:S1193,service/src/main/java/org/whispersystems/textsecuregcm/redis/FaultTolerantPubSubConnection.java,68,"Replace the usage of the ""instanceof"" operator by a catch block.",MAJOR,CODE_SMELL
java:S6201,service/src/main/java/org/whispersystems/textsecuregcm/redis/FaultTolerantPubSubConnection.java,68,Replace this instanceof check and cast with 'instanceof RedisException redisexception',MINOR,CODE_SMELL
java:S1193,service/src/main/java/org/whispersystems/textsecuregcm/redis/FaultTolerantRedisCluster.java,132,"Replace the usage of the ""instanceof"" operator by a catch block.",MAJOR,CODE_SMELL
java:S6201,service/src/main/java/org/whispersystems/textsecuregcm/redis/FaultTolerantRedisCluster.java,132,Replace this instanceof check and cast with 'instanceof RedisException redisexception',MINOR,CODE_SMELL
java:S1193,service/src/main/java/org/whispersystems/textsecuregcm/redis/FaultTolerantRedisCluster.java,145,"Replace the usage of the ""instanceof"" operator by a catch block.",MAJOR,CODE_SMELL
java:S6201,service/src/main/java/org/whispersystems/textsecuregcm/redis/FaultTolerantRedisCluster.java,145,Replace this instanceof check and cast with 'instanceof RedisException redisexception',MINOR,CODE_SMELL
java:S1155,service/src/main/java/org/whispersystems/textsecuregcm/storage/Accounts.java,822,Use isEmpty() to check whether the collection is empty or not.,MINOR,CODE_SMELL
java:S107,service/src/main/java/org/whispersystems/textsecuregcm/badges/ConfiguredProfileBadgeConverter.java,114,"Method has 10 parameters, which is greater than 7 authorized.",MAJOR,CODE_SMELL
java:S107,service/src/main/java/org/whispersystems/textsecuregcm/entities/SelfBadge.java,20,"Constructor has 9 parameters, which is greater than 7 authorized.",MAJOR,CODE_SMELL
java:S135,service/src/main/java/org/whispersystems/textsecuregcm/controllers/ProfileController.java,615,Reduce the total number of break and continue statements in this loop to use at most one.,MINOR,CODE_SMELL
java:S1186,service/src/main/java/org/whispersystems/textsecuregcm/workers/DeleteUserCommand.java,70,"Add a nested comment explaining why this method is empty, throw an UnsupportedOperationException or complete the implementation.",CRITICAL,CODE_SMELL
java:S108,websocket-resources/src/main/java/org/whispersystems/websocket/WebSocketResourceProviderFactory.java,79,Either remove or fill this block of code.,MAJOR,CODE_SMELL
java:S6204,service/src/main/java/org/whispersystems/textsecuregcm/auth/AuthEnablementRefreshRequirementProvider.java,92,Replace this usage of 'Stream.collect(Collectors.toList())' with 'Stream.toList()',MAJOR,CODE_SMELL
java:S1118,service/src/main/java/org/whispersystems/textsecuregcm/auth/ContainerRequestUtil.java,13,Add a private constructor to hide the implicit public one.,MAJOR,CODE_SMELL
java:S6201,service/src/main/java/org/whispersystems/textsecuregcm/auth/ContainerRequestUtil.java,18,Replace this instanceof check and cast with 'instanceof AccountAndAuthenticatedDeviceHolder accountandauthenticateddeviceholder',MINOR,CODE_SMELL
java:S6204,service/src/main/java/org/whispersystems/textsecuregcm/auth/PhoneNumberChangeRefreshRequirementProvider.java,40,Replace this usage of 'Stream.collect(Collectors.toList())' with 'Stream.toList()',MAJOR,CODE_SMELL
java:S1186,service/src/main/java/org/whispersystems/textsecuregcm/auth/WebsocketRefreshApplicationEventListener.java,31,"Add a nested comment explaining why this method is empty, throw an UnsupportedOperationException or complete the implementation.",CRITICAL,CODE_SMELL
java:S6204,service/src/main/java/org/whispersystems/textsecuregcm/badges/ConfiguredProfileBadgeConverter.java,110,Replace this usage of 'Stream.collect(Collectors.toList())' with 'Stream.toList()',MAJOR,CODE_SMELL
java:S127,service/src/main/java/org/whispersystems/textsecuregcm/storage/Account.java,347,Refactor the code in order to not assign to this loop counter from within the loop body.,MAJOR,CODE_SMELL
java:S1118,service/src/main/java/org/whispersystems/textsecuregcm/metrics/MetricsUtil.java,8,Add a private constructor to hide the implicit public one.,MAJOR,CODE_SMELL
java:S1874,service/src/main/java/org/whispersystems/textsecuregcm/configuration/URLDeserializationConverter.java,17,"Remove this use of ""URL""; it is deprecated.",MINOR,CODE_SMELL
java:S1186,service/src/main/java/org/whispersystems/textsecuregcm/workers/SetUserDiscoverabilityCommand.java,67,"Add a nested comment explaining why this method is empty, throw an UnsupportedOperationException or complete the implementation.",CRITICAL,CODE_SMELL
java:S1192,service/src/main/java/org/whispersystems/textsecuregcm/workers/SetUserDiscoverabilityCommand.java,83,"Define a constant instead of duplicating this literal ""discoverable"" 3 times.",CRITICAL,CODE_SMELL
java:S1141,service/src/main/java/org/whispersystems/textsecuregcm/workers/SetUserDiscoverabilityCommand.java,215,Extract this nested try block into a separate method.,MAJOR,CODE_SMELL
java:S3457,service/src/main/java/org/whispersystems/textsecuregcm/workers/SetUserDiscoverabilityCommand.java,225,%n should be used in place of \n to produce the platform-specific line separator.,MAJOR,CODE_SMELL
java:S106,service/src/main/java/org/whispersystems/textsecuregcm/workers/SetUserDiscoverabilityCommand.java,225,Replace this use of System.out or System.err by a logger.,MAJOR,CODE_SMELL
java:S106,service/src/main/java/org/whispersystems/textsecuregcm/workers/SetUserDiscoverabilityCommand.java,230,Replace this use of System.out or System.err by a logger.,MAJOR,CODE_SMELL
java:S106,service/src/main/java/org/whispersystems/textsecuregcm/workers/SetUserDiscoverabilityCommand.java,232,Replace this use of System.out or System.err by a logger.,MAJOR,CODE_SMELL
java:S107,service/src/main/java/org/whispersystems/textsecuregcm/controllers/ProfileController.java,146,"Constructor has 13 parameters, which is greater than 7 authorized.",MAJOR,CODE_SMELL
java:S1199,service/src/main/java/org/whispersystems/textsecuregcm/auth/BaseAccountAuthenticator.java,83,Extract this nested code block into a method.,MINOR,CODE_SMELL
java:S1141,service/src/main/java/org/whispersystems/textsecuregcm/auth/BasicAuthorizationHeader.java,43,Extract this nested try block into a separate method.,MAJOR,CODE_SMELL
java:S1199,service/src/main/java/org/whispersystems/textsecuregcm/auth/BasicAuthorizationHeader.java,63,Extract this nested code block into a method.,MINOR,CODE_SMELL
java:S1199,service/src/main/java/org/whispersystems/textsecuregcm/metrics/SignalDatadogReporterFactory.java,65,Extract this nested code block into a method.,MINOR,CODE_SMELL
java:S6204,service/src/main/java/org/whispersystems/textsecuregcm/storage/MessagesManager.java,144,Replace this usage of 'Stream.collect(Collectors.toList())' with 'Stream.toList()',MAJOR,CODE_SMELL
java:S2259,service/src/main/java/org/whispersystems/textsecuregcm/storage/DirectoryReconciler.java,81,"A ""NullPointerException"" could be thrown; ""addUsersResponse"" is nullable here.",MAJOR,BUG
java:S2259,service/src/main/java/org/whispersystems/textsecuregcm/storage/DirectoryReconciler.java,82,"A ""NullPointerException"" could be thrown; ""deleteUsersResponse"" is nullable here.",MAJOR,BUG
java:S107,service/src/main/java/org/whispersystems/textsecuregcm/controllers/MessageController.java,146,"Constructor has 10 parameters, which is greater than 7 authorized.",MAJOR,CODE_SMELL
java:S6204,service/src/main/java/org/whispersystems/textsecuregcm/controllers/MessageController.java,465,Replace this usage of 'Stream.collect(Collectors.toList())' with 'Stream.toList()',MAJOR,CODE_SMELL
java:S2142,service/src/main/java/org/whispersystems/textsecuregcm/controllers/MessageController.java,466,"Either re-interrupt this method or rethrow the ""InterruptedException"" that can be caught here.",MAJOR,BUG
java:S1118,service/src/main/java/org/whispersystems/textsecuregcm/util/logging/UncaughtExceptionHandler.java,12,Add a private constructor to hide the implicit public one.,MAJOR,CODE_SMELL
java:S4738,service/src/main/java/org/whispersystems/textsecuregcm/WhisperServerService.java,666,"Use ""java.util.Map.of()"" or ""java.util.Map.ofEntries()"" instead.",MAJOR,CODE_SMELL
java:S4738,service/src/main/java/org/whispersystems/textsecuregcm/WhisperServerService.java,669,"Use ""java.util.Set.of()"" instead.",MAJOR,CODE_SMELL
java:S1186,service/src/main/java/org/whispersystems/textsecuregcm/controllers/AccountController.java,618,"Add a nested comment explaining why this method is empty, throw an UnsupportedOperationException or complete the implementation.",CRITICAL,CODE_SMELL
java:S1123,service/src/main/java/org/whispersystems/textsecuregcm/controllers/CertificateController.java,90,Add the missing @deprecated Javadoc tag.,MAJOR,CODE_SMELL
java:S4274,service/src/main/java/org/whispersystems/textsecuregcm/controllers/DeviceController.java,218,Replace this assert with a proper check.,MAJOR,CODE_SMELL
java:S4274,service/src/main/java/org/whispersystems/textsecuregcm/controllers/DeviceController.java,226,Replace this assert with a proper check.,MAJOR,CODE_SMELL
java:S1066,service/src/main/java/org/whispersystems/textsecuregcm/controllers/KeepAliveController.java,44,Merge this if statement with the enclosing one.,MAJOR,CODE_SMELL
java:S1155,service/src/main/java/org/whispersystems/textsecuregcm/websocket/WebSocketAccountAuthenticator.java,33,Use isEmpty() to check whether the collection is empty or not.,MINOR,CODE_SMELL
java:S117,service/src/main/java/org/whispersystems/textsecuregcm/controllers/MessageController.java,480,Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.,MINOR,CODE_SMELL
java:S5411,service/src/main/java/org/whispersystems/textsecuregcm/storage/AccountsManager.java,518,Use a primitive boolean expression here.,MINOR,CODE_SMELL
java:S5411,service/src/main/java/org/whispersystems/textsecuregcm/storage/AccountsManager.java,542,Use a primitive boolean expression here.,MINOR,CODE_SMELL
java:S1186,service/src/main/java/org/whispersystems/textsecuregcm/storage/DirectoryReconciler.java,40,"Add a nested comment explaining why this method is empty, throw an UnsupportedOperationException or complete the implementation.",CRITICAL,CODE_SMELL
java:S1199,service/src/main/java/org/whispersystems/textsecuregcm/storage/DirectoryReconciler.java,62,Extract this nested code block into a method.,MINOR,CODE_SMELL
java:S1186,service/src/main/java/org/whispersystems/textsecuregcm/sqs/DirectoryQueue.java,84,"Add a nested comment explaining why this method is empty, throw an UnsupportedOperationException or complete the implementation.",CRITICAL,CODE_SMELL
java:S1075,service/src/main/java/org/whispersystems/textsecuregcm/util/logging/LoggingUnhandledExceptionMapper.java,37,Refactor your code to get this URI from a customizable parameter.,MINOR,CODE_SMELL
java:S108,service/src/main/java/org/whispersystems/textsecuregcm/util/logging/LoggingUnhandledExceptionMapper.java,47,Either remove or fill this block of code.,MAJOR,CODE_SMELL
java:S1118,service/src/main/java/org/whispersystems/textsecuregcm/util/logging/UriInfoUtil.java,10,Add a private constructor to hide the implicit public one.,MAJOR,CODE_SMELL
java:S1192,service/src/main/java/org/whispersystems/textsecuregcm/util/CircuitBreakerUtil.java,23,"Define a constant instead of duplicating this literal ""retry"" 3 times.",CRITICAL,CODE_SMELL
java:S1192,service/src/main/java/org/whispersystems/textsecuregcm/util/CircuitBreakerUtil.java,29,"Define a constant instead of duplicating this literal ""success"" 4 times.",CRITICAL,CODE_SMELL
java:S112,service/src/main/java/org/whispersystems/textsecuregcm/configuration/CircuitBreakerConfiguration.java,77,Define and throw a dedicated exception instead of using a generic one.,MAJOR,CODE_SMELL
java:S6204,service/src/main/java/org/whispersystems/textsecuregcm/configuration/CircuitBreakerConfiguration.java,80,Replace this usage of 'Stream.collect(Collectors.toList())' with 'Stream.toList()',MAJOR,CODE_SMELL
java:S2583,service/src/main/java/org/whispersystems/textsecuregcm/storage/Account.java,511,"Change this condition so that it does not always evaluate to ""false""",MAJOR,BUG
java:S2142,service/src/main/java/org/whispersystems/textsecuregcm/storage/DeletedAccountsManager.java,170,"Either re-interrupt this method or rethrow the ""InterruptedException"" that can be caught here.",MAJOR,BUG
