rule,component,line,message,severity,type
java:S108,service/src/main/java/org/whispersystems/textsecuregcm/storage/DeletedAccountsManager.java,172,Either remove or fill this block of code.,MAJOR,CODE_SMELL
java:S6204,service/src/main/java/org/whispersystems/textsecuregcm/storage/DeletedAccountsManager.java,185,Replace this usage of 'Stream.collect(Collectors.toList())' with 'Stream.toList()',MAJOR,CODE_SMELL
java:S6204,service/src/main/java/org/whispersystems/textsecuregcm/storage/DeletedAccountsManager.java,189,Replace this usage of 'Stream.collect(Collectors.toList())' with 'Stream.toList()',MAJOR,CODE_SMELL
java:S1192,service/src/main/java/org/whispersystems/textsecuregcm/storage/VerificationCodeStore.java,49,"Define a constant instead of duplicating this literal ""table"" 3 times.",CRITICAL,CODE_SMELL
java:S1602,service/src/main/java/org/whispersystems/textsecuregcm/storage/VerificationCodeStore.java,107,Remove useless curly braces around statement,MINOR,CODE_SMELL
java:S6204,service/src/main/java/org/whispersystems/textsecuregcm/storage/DeletedAccounts.java,125,Replace this usage of 'Stream.collect(Collectors.toList())' with 'Stream.toList()',MAJOR,CODE_SMELL
java:S2139,service/src/main/java/org/whispersystems/textsecuregcm/storage/DeletedAccountsDirectoryReconciler.java,63,"Either log this exception and handle it, or rethrow it with some contextual information.",MAJOR,CODE_SMELL
java:S112,service/src/main/java/org/whispersystems/textsecuregcm/storage/DeletedAccountsDirectoryReconciler.java,65,Define and throw a dedicated exception instead of using a generic one.,MAJOR,CODE_SMELL
java:S6204,service/src/main/java/org/whispersystems/textsecuregcm/storage/DeletedAccountsTableCrawler.java,49,Replace this usage of 'Stream.collect(Collectors.toList())' with 'Stream.toList()',MAJOR,CODE_SMELL
java:S6204,service/src/main/java/org/whispersystems/textsecuregcm/storage/DeletedAccountsTableCrawler.java,57,Replace this usage of 'Stream.collect(Collectors.toList())' with 'Stream.toList()',MAJOR,CODE_SMELL
java:S5993,service/src/main/java/org/whispersystems/textsecuregcm/storage/ManagedPeriodicWork.java,42,"Change the visibility of this constructor to ""protected"".",MAJOR,CODE_SMELL
java:S112,service/src/main/java/org/whispersystems/textsecuregcm/storage/ManagedPeriodicWork.java,50,Define and throw a dedicated exception instead of using a generic one.,MAJOR,CODE_SMELL
java:S1124,service/src/main/java/org/whispersystems/textsecuregcm/storage/ManagedPeriodicWork.java,50,Reorder the modifiers to comply with the Java Language Specification.,MINOR,CODE_SMELL
java:S1118,service/src/main/java/org/whispersystems/textsecuregcm/util/HostnameUtil.java,14,Add a private constructor to hide the implicit public one.,MAJOR,CODE_SMELL
java:S112,service/src/main/java/org/whispersystems/textsecuregcm/storage/Accounts.java,839,Define and throw a dedicated exception instead of using a generic one.,MAJOR,CODE_SMELL
java:S6244,service/src/main/java/org/whispersystems/textsecuregcm/storage/Keys.java,63,Consider using the Consumer Builder method instead of creating this nested builder.,MINOR,CODE_SMELL
java:S1192,service/src/main/java/org/whispersystems/textsecuregcm/storage/Keys.java,78,"Define a constant instead of duplicating this literal ""#uuid = :uuid AND begins_with (#sort, :sortprefix)"" 3 times.",CRITICAL,CODE_SMELL
java:S1192,service/src/main/java/org/whispersystems/textsecuregcm/storage/Keys.java,79,"Define a constant instead of duplicating this literal ""#sort"" 3 times.",CRITICAL,CODE_SMELL
java:S1192,service/src/main/java/org/whispersystems/textsecuregcm/storage/Keys.java,79,"Define a constant instead of duplicating this literal ""#uuid"" 4 times.",CRITICAL,CODE_SMELL
java:S6244,service/src/main/java/org/whispersystems/textsecuregcm/storage/Keys.java,181,Consider using the Consumer Builder method instead of creating this nested builder.,MINOR,CODE_SMELL
java:S6244,service/src/main/java/org/whispersystems/textsecuregcm/storage/MessagesDynamoDb.java,102,Consider using the Consumer Builder method instead of creating this nested builder.,MINOR,CODE_SMELL
java:S1192,service/src/main/java/org/whispersystems/textsecuregcm/storage/MessagesDynamoDb.java,119,"Define a constant instead of duplicating this literal ""#part"" 4 times.",CRITICAL,CODE_SMELL
java:S1192,service/src/main/java/org/whispersystems/textsecuregcm/storage/MessagesDynamoDb.java,122,"Define a constant instead of duplicating this literal "":part"" 4 times.",CRITICAL,CODE_SMELL
java:S6244,service/src/main/java/org/whispersystems/textsecuregcm/storage/MessagesDynamoDb.java,260,Consider using the Consumer Builder method instead of creating this nested builder.,MINOR,CODE_SMELL
java:S1118,service/src/main/java/org/whispersystems/textsecuregcm/util/AttributeValues.java,16,Add a private constructor to hide the implicit public one.,MAJOR,CODE_SMELL
java:S1118,service/src/main/java/org/whispersystems/textsecuregcm/util/DynamoDbFromConfig.java,10,Add a private constructor to hide the implicit public one.,MAJOR,CODE_SMELL
java:S1199,service/src/main/java/org/whispersystems/textsecuregcm/WhisperServerService.java,278,Extract this nested code block into a method.,MINOR,CODE_SMELL
java:S1186,service/src/main/java/org/whispersystems/textsecuregcm/workers/ServerVersionCommand.java,21,"Add a nested comment explaining why this method is empty, throw an UnsupportedOperationException or complete the implementation.",CRITICAL,CODE_SMELL
java:S106,service/src/main/java/org/whispersystems/textsecuregcm/workers/ServerVersionCommand.java,26,Replace this use of System.out or System.err by a logger.,MAJOR,CODE_SMELL
java:S6201,service/src/main/java/org/whispersystems/textsecuregcm/controllers/ChallengeController.java,63,Replace this instanceof check and cast with 'instanceof AnswerRecaptchaChallengeRequest recaptchaChallengeRequest',MINOR,CODE_SMELL
java:S1610,service/src/main/java/org/whispersystems/textsecuregcm/entities/AnswerChallengeRequest.java,16,"Convert the abstract class ""AnswerChallengeRequest"" into an interface.",MINOR,CODE_SMELL
java:S1199,service/src/main/java/org/whispersystems/textsecuregcm/controllers/KeysController.java,174,Extract this nested code block into a method.,MINOR,CODE_SMELL
java:S1700,service/src/main/java/org/whispersystems/textsecuregcm/auth/CombinedUnidentifiedSenderAccessKeys.java,14,"Rename field ""combinedUnidentifiedSenderAccessKeys""",MAJOR,CODE_SMELL
java:S106,service/src/main/java/org/whispersystems/textsecuregcm/workers/CertificateCommand.java,63,Replace this use of System.out or System.err by a logger.,MAJOR,CODE_SMELL
java:S106,service/src/main/java/org/whispersystems/textsecuregcm/workers/CertificateCommand.java,64,Replace this use of System.out or System.err by a logger.,MAJOR,CODE_SMELL
java:S106,service/src/main/java/org/whispersystems/textsecuregcm/workers/CertificateCommand.java,107,Replace this use of System.out or System.err by a logger.,MAJOR,CODE_SMELL
java:S106,service/src/main/java/org/whispersystems/textsecuregcm/workers/CertificateCommand.java,108,Replace this use of System.out or System.err by a logger.,MAJOR,CODE_SMELL
java:S106,service/src/main/java/org/whispersystems/textsecuregcm/workers/ZkParamsCommand.java,33,Replace this use of System.out or System.err by a logger.,MAJOR,CODE_SMELL
java:S106,service/src/main/java/org/whispersystems/textsecuregcm/workers/ZkParamsCommand.java,34,Replace this use of System.out or System.err by a logger.,MAJOR,CODE_SMELL
java:S112,service/src/main/java/org/whispersystems/textsecuregcm/storage/Accounts.java,212,Define and throw a dedicated exception instead of using a generic one.,MAJOR,CODE_SMELL
java:S1141,service/src/main/java/org/whispersystems/textsecuregcm/storage/Accounts.java,172,Extract this nested try block into a separate method.,MAJOR,CODE_SMELL
java:S112,service/src/main/java/org/whispersystems/textsecuregcm/storage/Accounts.java,865,Define and throw a dedicated exception instead of using a generic one.,MAJOR,CODE_SMELL
java:S2142,service/src/main/java/org/whispersystems/textsecuregcm/workers/DeleteUserCommand.java,222,"Either re-interrupt this method or rethrow the ""InterruptedException"" that can be caught here.",MAJOR,BUG
java:S1075,service/src/main/java/org/whispersystems/textsecuregcm/securebackup/SecureBackupClient.java,37,Refactor your code to get this URI from a customizable parameter.,MINOR,CODE_SMELL
java:S1199,service/src/main/java/org/whispersystems/textsecuregcm/experiment/ExperimentEnrollmentManager.java,55,Extract this nested code block into a method.,MINOR,CODE_SMELL
java:S1118,service/src/main/java/org/whispersystems/textsecuregcm/util/CertificateUtil.java,17,Add a private constructor to hide the implicit public one.,MAJOR,CODE_SMELL
java:S1905,service/src/main/java/org/whispersystems/textsecuregcm/limits/LeakyBucket.java,60,"Remove this unnecessary cast to ""double"".",MINOR,CODE_SMELL
java:S107,service/src/main/java/org/whispersystems/textsecuregcm/entities/CreateProfileRequest.java,61,"Constructor has 9 parameters, which is greater than 7 authorized.",MAJOR,CODE_SMELL
java:S1181,service/src/main/java/org/whispersystems/textsecuregcm/currency/CurrencyConversionManager.java,73,Catch Exception instead of Throwable.,MAJOR,CODE_SMELL
java:S1186,service/src/main/java/org/whispersystems/textsecuregcm/currency/CurrencyConversionManager.java,83,"Add a nested comment explaining why this method is empty, throw an UnsupportedOperationException or complete the implementation.",CRITICAL,CODE_SMELL
java:S2142,service/src/main/java/org/whispersystems/textsecuregcm/currency/FixerClient.java,42,"Either re-interrupt this method or rethrow the ""InterruptedException"" that can be caught here.",MAJOR,BUG
java:S2589,service/src/main/java/org/whispersystems/textsecuregcm/auth/OptionalAccess.java,60,"Remove this expression which always evaluates to ""true""",MAJOR,CODE_SMELL
java:S3776,service/src/main/java/org/whispersystems/textsecuregcm/filters/RemoteDeprecationFilter.java,54,Refactor this method to reduce its Cognitive Complexity from 17 to the 15 allowed.,CRITICAL,CODE_SMELL
java:S1066,service/src/main/java/org/whispersystems/textsecuregcm/filters/RemoteDeprecationFilter.java,71,Merge this if statement with the enclosing one.,MAJOR,CODE_SMELL
java:S1066,service/src/main/java/org/whispersystems/textsecuregcm/filters/RemoteDeprecationFilter.java,78,Merge this if statement with the enclosing one.,MAJOR,CODE_SMELL
java:S1066,service/src/main/java/org/whispersystems/textsecuregcm/filters/RemoteDeprecationFilter.java,85,Merge this if statement with the enclosing one.,MAJOR,CODE_SMELL
java:S1066,service/src/main/java/org/whispersystems/textsecuregcm/filters/RemoteDeprecationFilter.java,91,Merge this if statement with the enclosing one.,MAJOR,CODE_SMELL
java:S1192,service/src/main/java/org/whispersystems/textsecuregcm/storage/Keys.java,82,"Define a constant instead of duplicating this literal "":sortprefix"" 3 times.",CRITICAL,CODE_SMELL
java:S1611,service/src/main/java/org/whispersystems/textsecuregcm/storage/MessagesDynamoDb.java,82,"Remove the parentheses around the ""messageBatch"" parameter",MINOR,CODE_SMELL
java:S1192,service/src/main/java/org/whispersystems/textsecuregcm/workers/SetRequestLoggingEnabledTask.java,23,"Define a constant instead of duplicating this literal ""enabled"" 3 times.",CRITICAL,CODE_SMELL
java:S1192,service/src/main/java/org/whispersystems/textsecuregcm/workers/SetCrawlerAccelerationTask.java,27,"Define a constant instead of duplicating this literal ""accelerated"" 3 times.",CRITICAL,CODE_SMELL
java:S125,service/src/main/java/org/whispersystems/textsecuregcm/metrics/MetricsRequestEventListener.java,79,This block of commented-out lines of code should be removed.,MAJOR,CODE_SMELL
java:S3776,service/src/main/java/org/whispersystems/textsecuregcm/metrics/MetricsRequestEventListener.java,124,Refactor this method to reduce its Cognitive Complexity from 22 to the 15 allowed.,CRITICAL,CODE_SMELL
java:S108,service/src/main/java/org/whispersystems/textsecuregcm/metrics/MetricsRequestEventListener.java,132,Either remove or fill this block of code.,MAJOR,CODE_SMELL
java:S108,service/src/main/java/org/whispersystems/textsecuregcm/metrics/MetricsRequestEventListener.java,140,Either remove or fill this block of code.,MAJOR,CODE_SMELL
java:S1075,service/src/main/java/org/whispersystems/textsecuregcm/securestorage/SecureStorageClient.java,37,Refactor your code to get this URI from a customizable parameter.,MINOR,CODE_SMELL
java:S108,service/src/main/java/org/whispersystems/textsecuregcm/metrics/MetricsRequestEventListener.java,90,Either remove or fill this block of code.,MAJOR,CODE_SMELL
java:S1066,service/src/main/java/org/whispersystems/textsecuregcm/metrics/MetricsRequestEventListener.java,99,Merge this if statement with the enclosing one.,MAJOR,CODE_SMELL
java:S3655,service/src/main/java/org/whispersystems/textsecuregcm/metrics/MetricsRequestEventListener.java,100,"Call ""Optional#isPresent()"" or ""!Optional#isEmpty()"" before accessing the value.",MAJOR,BUG
java:S108,service/src/main/java/org/whispersystems/textsecuregcm/metrics/MetricsRequestEventListener.java,116,Either remove or fill this block of code.,MAJOR,CODE_SMELL
java:S1192,service/src/main/java/org/whispersystems/textsecuregcm/metrics/UserAgentTagUtil.java,30,"Define a constant instead of duplicating this literal ""unrecognized"" 3 times.",CRITICAL,CODE_SMELL
java:S1118,service/src/main/java/org/whispersystems/textsecuregcm/util/ThreadDumpUtil.java,12,Add a private constructor to hide the implicit public one.,MAJOR,CODE_SMELL
java:S1118,service/src/main/java/org/whispersystems/textsecuregcm/redis/ConnectionEventLogger.java,14,Add a private constructor to hide the implicit public one.,MAJOR,CODE_SMELL
java:S1118,service/src/main/java/org/whispersystems/textsecuregcm/util/logging/RequestLogManager.java,11,Add a private constructor to hide the implicit public one.,MAJOR,CODE_SMELL
java:S2119,service/src/main/java/org/whispersystems/textsecuregcm/push/ClientPresenceManager.java,135,"Save and re-use this ""Random"".",CRITICAL,BUG
java:S1075,service/src/main/java/org/whispersystems/textsecuregcm/metrics/OperatingSystemMemoryGauge.java,23,Refactor your code to get this URI from a customizable parameter.,MINOR,CODE_SMELL
java:S6353,service/src/main/java/org/whispersystems/textsecuregcm/metrics/OperatingSystemMemoryGauge.java,24,Use concise character class syntax '\\d' instead of '[0-9]'.,MINOR,CODE_SMELL
java:S2142,service/src/main/java/org/whispersystems/textsecuregcm/storage/MessagePersister.java,113,"Either re-interrupt this method or rethrow the ""InterruptedException"" that can be caught here.",MAJOR,BUG
java:S1118,service/src/main/java/org/whispersystems/textsecuregcm/util/ua/UserAgentUtil.java,17,Add a private constructor to hide the implicit public one.,MAJOR,CODE_SMELL
java:S6201,service/src/main/java/org/whispersystems/textsecuregcm/experiment/Experiment.java,118,Replace this instanceof check and cast with 'instanceof Optional optional',MINOR,CODE_SMELL
java:S117,service/src/main/java/org/whispersystems/textsecuregcm/experiment/Experiment.java,121,Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.,MINOR,CODE_SMELL
java:S1874,service/src/main/java/org/whispersystems/textsecuregcm/redis/FaultTolerantRedisCluster.java,68,"Remove this use of ""setDefaultTimeout""; it is deprecated.",MINOR,CODE_SMELL
java:S1612,service/src/main/java/org/whispersystems/textsecuregcm/push/ClientPresenceManager.java,116,Replace this lambda with method reference 'ClusterTopologyChangedEvent.class::isInstance'.,MINOR,CODE_SMELL
java:S1612,service/src/main/java/org/whispersystems/textsecuregcm/storage/MessagesCache.java,131,Replace this lambda with method reference 'ClusterTopologyChangedEvent.class::isInstance'.,MINOR,CODE_SMELL
java:S6204,service/src/main/java/org/whispersystems/textsecuregcm/controllers/RemoteConfigController.java,79,Replace this usage of 'Stream.collect(Collectors.toList())' with 'Stream.toList()',MAJOR,CODE_SMELL
java:S2139,service/src/main/java/org/whispersystems/textsecuregcm/redis/ClusterLuaScript.java,112,"Either log this exception and handle it, or rethrow it with some contextual information.",MAJOR,CODE_SMELL
java:S5803,service/src/main/java/org/whispersystems/textsecuregcm/storage/MessagePersister.java,172,"Remove this usage of ""getMessagesToPersist"", it is annotated with @VisibleForTesting and should not be accessed from production code.",CRITICAL,CODE_SMELL
java:S1192,service/src/main/java/org/whispersystems/textsecuregcm/storage/MessagesCache.java,194,"Define a constant instead of duplicating this literal ""Failed to parse envelope"" 3 times.",CRITICAL,CODE_SMELL
java:S1118,service/src/main/java/org/whispersystems/textsecuregcm/util/RedisClusterUtil.java,10,Add a private constructor to hide the implicit public one.,MAJOR,CODE_SMELL
java:S1186,service/src/main/java/org/whispersystems/textsecuregcm/metrics/MetricsApplicationEventListener.java,25,"Add a nested comment explaining why this method is empty, throw an UnsupportedOperationException or complete the implementation.",CRITICAL,CODE_SMELL
java:S1066,service/src/main/java/org/whispersystems/textsecuregcm/metrics/MetricsRequestEventListener.java,72,Merge this if statement with the enclosing one.,MAJOR,CODE_SMELL
java:S1700,service/src/main/java/org/whispersystems/textsecuregcm/gcp/CanonicalRequest.java,13,"Rename field ""canonicalRequest""",MAJOR,CODE_SMELL
java:S3655,websocket-resources/src/main/java/org/whispersystems/websocket/WebSocketResourceProvider.java,147,"Call ""Optional#isPresent()"" or ""!Optional#isEmpty()"" before accessing the value.",MAJOR,BUG
java:S3252,websocket-resources/src/main/java/org/whispersystems/websocket/auth/WebsocketAuthValueFactoryProvider.java,31,"Use static access with ""org.glassfish.jersey.model.Parameter"" for ""Source"".",CRITICAL,CODE_SMELL
java:S1186,websocket-resources/src/main/java/org/whispersystems/websocket/logging/WebsocketEvent.java,40,"Add a nested comment explaining why this method is empty, throw an UnsupportedOperationException or complete the implementation.",CRITICAL,CODE_SMELL
java:S1186,websocket-resources/src/main/java/org/whispersystems/websocket/logging/WebsocketRequestLog.java,21,"Add a nested comment explaining why this method is empty, throw an UnsupportedOperationException or complete the implementation.",CRITICAL,CODE_SMELL
java:S3599,websocket-resources/src/main/java/org/whispersystems/websocket/logging/layout/WebsocketEventLayout.java,24,Use another way to initialize this instance.,MINOR,BUG
java:S1171,websocket-resources/src/main/java/org/whispersystems/websocket/logging/layout/WebsocketEventLayout.java,24,Move the contents of this initializer to a standard constructor or to field initializers.,MAJOR,CODE_SMELL
java:S125,websocket-resources/src/main/java/org/whispersystems/websocket/logging/layout/converters/DateConverter.java,32,This block of commented-out lines of code should be removed.,MAJOR,CODE_SMELL
java:S3740,websocket-resources/src/main/java/org/whispersystems/websocket/logging/layout/converters/DateConverter.java,39,Provide the parametrized type for this generic.,MAJOR,CODE_SMELL
java:S1186,websocket-resources/src/main/java/org/whispersystems/websocket/logging/layout/converters/LineSeparatorConverter.java,12,"Add a nested comment explaining why this method is empty, throw an UnsupportedOperationException or complete the implementation.",CRITICAL,CODE_SMELL
java:S1124,websocket-resources/src/main/java/org/whispersystems/websocket/logging/layout/converters/WebSocketEventConverter.java,17,Reorder the modifiers to comply with the Java Language Specification.,MINOR,CODE_SMELL
java:S1124,websocket-resources/src/main/java/org/whispersystems/websocket/logging/layout/converters/WebSocketEventConverter.java,18,Reorder the modifiers to comply with the Java Language Specification.,MINOR,CODE_SMELL
java:S2387,websocket-resources/src/main/java/org/whispersystems/websocket/logging/layout/converters/WebSocketEventConverter.java,20,"""cab"" is the name of a field in ""DynamicConverter"".",BLOCKER,CODE_SMELL
java:S6201,websocket-resources/src/main/java/org/whispersystems/websocket/session/ContextPrincipal.java,19,Replace this instanceof check and cast with 'instanceof ContextPrincipal contextprincipal',MINOR,CODE_SMELL
java:S3252,websocket-resources/src/main/java/org/whispersystems/websocket/session/WebSocketSessionContextValueFactoryProvider.java,25,"Use static access with ""org.glassfish.jersey.model.Parameter"" for ""Source"".",CRITICAL,CODE_SMELL
java:S1186,websocket-resources/src/main/java/org/whispersystems/websocket/session/WebSocketSessionContextValueFactoryProvider.java,42,"Add a nested comment explaining why this method is empty, throw an UnsupportedOperationException or complete the implementation.",CRITICAL,CODE_SMELL
java:S1118,service/src/main/java/org/whispersystems/textsecuregcm/entities/ProfileKeyCommitmentAdapter.java,19,Add a private constructor to hide the implicit public one.,MAJOR,CODE_SMELL
java:S1118,service/src/main/java/org/whispersystems/textsecuregcm/entities/ProfileKeyCredentialResponseAdapter.java,19,Add a private constructor to hide the implicit public one.,MAJOR,CODE_SMELL
java:S1186,service/src/main/java/org/whispersystems/textsecuregcm/workers/ZkParamsCommand.java,24,"Add a nested comment explaining why this method is empty, throw an UnsupportedOperationException or complete the implementation.",CRITICAL,CODE_SMELL
java:S1186,service/src/main/java/org/whispersystems/textsecuregcm/storage/AccountCleaner.java,40,"Add a nested comment explaining why this method is empty, throw an UnsupportedOperationException or complete the implementation.",CRITICAL,CODE_SMELL
java:S1124,service/src/main/java/org/whispersystems/textsecuregcm/storage/AccountDatabaseCrawlerListener.java,23,Reorder the modifiers to comply with the Java Language Specification.,MINOR,CODE_SMELL
java:S1124,service/src/main/java/org/whispersystems/textsecuregcm/storage/AccountDatabaseCrawlerListener.java,25,Reorder the modifiers to comply with the Java Language Specification.,MINOR,CODE_SMELL
java:S1124,service/src/main/java/org/whispersystems/textsecuregcm/storage/AccountDatabaseCrawlerListener.java,27,Reorder the modifiers to comply with the Java Language Specification.,MINOR,CODE_SMELL
java:S5993,service/src/main/java/org/whispersystems/textsecuregcm/storage/AccountDatabaseCrawlerListener.java,29,"Change the visibility of this constructor to ""protected"".",MAJOR,CODE_SMELL
java:S1186,service/src/main/java/org/whispersystems/textsecuregcm/storage/PushFeedbackProcessor.java,36,"Add a nested comment explaining why this method is empty, throw an UnsupportedOperationException or complete the implementation.",CRITICAL,CODE_SMELL
java:S1126,service/src/main/java/org/whispersystems/textsecuregcm/entities/DirectoryReconciliationRequest.java,59,Replace this if-then-else statement by a single return statement.,MINOR,CODE_SMELL
java:S107,service/src/main/java/org/whispersystems/textsecuregcm/entities/StickerPackFormUploadAttributes.java,70,"Constructor has 8 parameters, which is greater than 7 authorized.",MAJOR,CODE_SMELL
java:S3457,service/src/main/java/org/whispersystems/textsecuregcm/s3/PostPolicyGenerator.java,35,Format specifiers should be used instead of string concatenation.,MAJOR,CODE_SMELL
java:S1700,service/src/main/java/org/whispersystems/textsecuregcm/entities/RegistrationLock.java,18,"Rename field ""registrationLock""",MAJOR,CODE_SMELL
java:S1186,service/src/main/java/org/whispersystems/textsecuregcm/storage/PushFeedbackProcessor.java,33,"Add a nested comment explaining why this method is empty, throw an UnsupportedOperationException or complete the implementation.",CRITICAL,CODE_SMELL
java:S1186,service/src/main/java/org/whispersystems/textsecuregcm/storage/AccountCleaner.java,36,"Add a nested comment explaining why this method is empty, throw an UnsupportedOperationException or complete the implementation.",CRITICAL,CODE_SMELL
java:S1186,websocket-resources/src/main/java/org/whispersystems/websocket/WebSocketClient.java,67,"Add a nested comment explaining why this method is empty, throw an UnsupportedOperationException or complete the implementation.",CRITICAL,CODE_SMELL
java:S2676,websocket-resources/src/main/java/org/whispersystems/websocket/WebSocketClient.java,108,Use the original value instead.,MINOR,BUG
java:S1066,websocket-resources/src/main/java/org/whispersystems/websocket/messages/protobuf/ProtobufWebSocketMessage.java,27,Merge this if statement with the enclosing one.,MAJOR,CODE_SMELL
java:S1118,service/src/main/java/org/whispersystems/textsecuregcm/http/FormDataBodyPublisher.java,13,Add a private constructor to hide the implicit public one.,MAJOR,CODE_SMELL
java:S1118,service/src/main/java/org/whispersystems/textsecuregcm/util/ExecutorUtils.java,13,Add a private constructor to hide the implicit public one.,MAJOR,CODE_SMELL
java:S107,service/src/main/java/org/whispersystems/textsecuregcm/entities/AttachmentDescriptorV2.java,41,"Constructor has 8 parameters, which is greater than 7 authorized.",MAJOR,CODE_SMELL
java:S1118,service/src/main/java/org/whispersystems/textsecuregcm/util/CircuitBreakerUtil.java,19,Add a private constructor to hide the implicit public one.,MAJOR,CODE_SMELL
java:S1700,service/src/main/java/org/whispersystems/textsecuregcm/entities/DeviceName.java,17,"Rename field ""deviceName""",MAJOR,CODE_SMELL
java:S1186,service/src/main/java/org/whispersystems/textsecuregcm/entities/DeviceName.java,19,"Add a nested comment explaining why this method is empty, throw an UnsupportedOperationException or complete the implementation.",CRITICAL,CODE_SMELL
java:S1118,service/src/main/java/org/whispersystems/textsecuregcm/auth/OptionalAccess.java,19,Add a private constructor to hide the implicit public one.,MAJOR,CODE_SMELL
java:S3655,service/src/main/java/org/whispersystems/textsecuregcm/auth/OptionalAccess.java,72,"Call ""Optional#isPresent()"" or ""!Optional#isEmpty()"" before accessing the value.",MAJOR,BUG
java:S1118,service/src/main/java/org/whispersystems/textsecuregcm/auth/UnidentifiedAccessChecksum.java,16,Add a private constructor to hide the implicit public one.,MAJOR,CODE_SMELL
java:S2139,service/src/main/java/org/whispersystems/textsecuregcm/storage/DirectoryReconciler.java,110,"Either log this exception and handle it, or rethrow it with some contextual information.",MAJOR,CODE_SMELL
java:S1192,service/src/main/java/org/whispersystems/textsecuregcm/workers/CertificateCommand.java,50,"Define a constant instead of duplicating this literal ""keyId"" 3 times.",CRITICAL,CODE_SMELL
java:S5411,service/src/main/java/org/whispersystems/textsecuregcm/workers/CertificateCommand.java,57,Use a primitive boolean expression here.,MINOR,CODE_SMELL
java:S1130,service/src/main/java/org/whispersystems/textsecuregcm/workers/CertificateCommand.java,67,"Remove the declaration of thrown exception 'java.io.IOException', as it cannot be thrown from method's body.",MINOR,CODE_SMELL
java:S106,service/src/main/java/org/whispersystems/textsecuregcm/workers/CertificateCommand.java,69,Replace this use of System.out or System.err by a logger.,MAJOR,CODE_SMELL
java:S106,service/src/main/java/org/whispersystems/textsecuregcm/workers/CertificateCommand.java,74,Replace this use of System.out or System.err by a logger.,MAJOR,CODE_SMELL
java:S2273,service/src/main/java/org/whispersystems/textsecuregcm/util/Util.java,169,"Move this call to ""wait()"" into a synchronized block to be sure the monitor on ""Object"" is held.",MAJOR,BUG
java:S2274,service/src/main/java/org/whispersystems/textsecuregcm/util/Util.java,169,"Remove this call to ""wait"" or move it into a ""while"" loop.",CRITICAL,CODE_SMELL
java:S2142,service/src/main/java/org/whispersystems/textsecuregcm/util/Util.java,170,"Either re-interrupt this method or rethrow the ""InterruptedException"" that can be caught here.",MAJOR,BUG
java:S1186,service/src/main/java/org/whispersystems/textsecuregcm/push/APNSender.java,162,"Add a nested comment explaining why this method is empty, throw an UnsupportedOperationException or complete the implementation.",CRITICAL,CODE_SMELL
java:S1118,service/src/main/java/org/whispersystems/textsecuregcm/redis/RedisOperation.java,12,Add a private constructor to hide the implicit public one.,MAJOR,CODE_SMELL
java:S1155,service/src/main/java/org/whispersystems/textsecuregcm/redis/ReplicatedJedisPool.java,40,Use isEmpty() to check whether the collection is empty or not.,MINOR,CODE_SMELL
java:S1192,service/src/main/java/org/whispersystems/textsecuregcm/s3/PolicySigner.java,30,"Define a constant instead of duplicating this literal ""HmacSHA256"" 6 times.",CRITICAL,CODE_SMELL
java:S1192,service/src/main/java/org/whispersystems/textsecuregcm/s3/PolicySigner.java,32,"Define a constant instead of duplicating this literal ""UTF-8"" 6 times.",CRITICAL,CODE_SMELL
java:S4719,service/src/main/java/org/whispersystems/textsecuregcm/s3/PolicySigner.java,32,Replace charset name argument with StandardCharsets.UTF_8,MINOR,CODE_SMELL
java:S4719,service/src/main/java/org/whispersystems/textsecuregcm/s3/PolicySigner.java,33,Replace charset name argument with StandardCharsets.UTF_8,MINOR,CODE_SMELL
java:S4719,service/src/main/java/org/whispersystems/textsecuregcm/s3/PolicySigner.java,36,Replace charset name argument with StandardCharsets.UTF_8,MINOR,CODE_SMELL
java:S4719,service/src/main/java/org/whispersystems/textsecuregcm/s3/PolicySigner.java,39,Replace charset name argument with StandardCharsets.UTF_8,MINOR,CODE_SMELL
java:S4719,service/src/main/java/org/whispersystems/textsecuregcm/s3/PolicySigner.java,42,Replace charset name argument with StandardCharsets.UTF_8,MINOR,CODE_SMELL
java:S4719,service/src/main/java/org/whispersystems/textsecuregcm/s3/PolicySigner.java,46,Replace charset name argument with StandardCharsets.UTF_8,MINOR,CODE_SMELL
java:S4201,service/src/main/java/org/whispersystems/textsecuregcm/entities/PreKey.java,48,"Remove this unnecessary null check; ""instanceof"" returns false for nulls.",MINOR,CODE_SMELL
java:S3457,service/src/main/java/org/whispersystems/textsecuregcm/workers/DeleteUserCommand.java,217,Format specifiers should be used instead of string concatenation.,MAJOR,CODE_SMELL
java:S2139,service/src/main/java/org/whispersystems/textsecuregcm/workers/DeleteUserCommand.java,222,"Either log this exception and handle it, or rethrow it with some contextual information.",MAJOR,CODE_SMELL
java:S112,service/src/main/java/org/whispersystems/textsecuregcm/workers/DeleteUserCommand.java,224,Define and throw a dedicated exception instead of using a generic one.,MAJOR,CODE_SMELL
java:S2184,service/src/main/java/org/whispersystems/textsecuregcm/metrics/NetworkReceivedGauge.java,35,"Cast one of the operands of this subtraction operation to a ""double"".",MINOR,BUG
